Input Size,Toff_Decomp_Time,Write_Out_Toff_Time,Ttl_Qubits,Toffoli_Gate_Count ,Circ_Depth_Toff
2,0.13941192626953125,-1,9, 68,391
4,0.568040132522583,-1,17, 206,3034
8,3.5203893184661865,-1,33, 510,17205
16,25.200093507766724,-1,65, 1118,82294
